rm SN2012ht_w2_sum.img
rm SN2012ht_w2_h5.img
rm SN2012ht_w2_full.img
rm SN2012ht_w2_all.img
rm SN2012ht_w2_goodaspcor.img
fappend  00032662018/uvot/image/sw00032662018ubb_sk.img+2 SN2012ht_bb_all.img
fappend  00032662019/uvot/image/sw00032662019ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00032662019/uvot/image/sw00032662019ubb_sk.img+2 SN2012ht_bb_all.img
fappend  00032662020/uvot/image/sw00032662020ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00032662020/uvot/image/sw00032662020ubb_sk.img+2 SN2012ht_bb_all.img
fappend  00032662020/uvot/image/sw00032662020ubb_sk.img+3 SN2012ht_bb_all.img
fappend  00032662021/uvot/image/sw00032662021ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00032662021/uvot/image/sw00032662021ubb_sk.img+2 SN2012ht_bb_all.img
fappend  00032662022/uvot/image/sw00032662022ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00032662022/uvot/image/sw00032662022ubb_sk.img+2 SN2012ht_bb_all.img
fappend  00032662022/uvot/image/sw00032662022ubb_sk.img+3 SN2012ht_bb_all.img
fappend  00032662023/uvot/image/sw00032662023ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00032662023/uvot/image/sw00032662023ubb_sk.img+2 SN2012ht_bb_all.img
fappend  00032662024/uvot/image/sw00032662024ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00032662024/uvot/image/sw00032662024ubb_sk.img+2 SN2012ht_bb_all.img
fappend  00032662024/uvot/image/sw00032662024ubb_sk.img+3 SN2012ht_bb_all.img
fappend  00032662025/uvot/image/sw00032662025ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00032662025/uvot/image/sw00032662025ubb_sk.img+2 SN2012ht_bb_all.img
fappend  00032662026/uvot/image/sw00032662026ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00032662026/uvot/image/sw00032662026ubb_sk.img+2 SN2012ht_bb_all.img
fappend  00032662027/uvot/image/sw00032662027ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00032662027/uvot/image/sw00032662027ubb_sk.img+2 SN2012ht_bb_all.img
fappend  00032662028/uvot/image/sw00032662028ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00032662029/uvot/image/sw00032662029ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00032662029/uvot/image/sw00032662029ubb_sk.img+2 SN2012ht_bb_all.img
fappend  00032662030/uvot/image/sw00032662030ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00032662030/uvot/image/sw00032662030ubb_sk.img+2 SN2012ht_bb_all.img
fappend  00032662031/uvot/image/sw00032662031ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00032662031/uvot/image/sw00032662031ubb_sk.img+2 SN2012ht_bb_all.img
fappend  00032662032/uvot/image/sw00032662032ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00032662032/uvot/image/sw00032662032ubb_sk.img+2 SN2012ht_bb_all.img
fappend  00032662032/uvot/image/sw00032662032ubb_sk.img+3 SN2012ht_bb_all.img
fappend  00032662033/uvot/image/sw00032662033ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00032662033/uvot/image/sw00032662033ubb_sk.img+2 SN2012ht_bb_all.img
fappend  00032662034/uvot/image/sw00032662034ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00032662034/uvot/image/sw00032662034ubb_sk.img+2 SN2012ht_bb_all.img
fappend  00085541001/uvot/image/sw00085541001ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00085541002/uvot/image/sw00085541002ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00085541003/uvot/image/sw00085541003ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00085541004/uvot/image/sw00085541004ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00085541005/uvot/image/sw00085541005ubb_sk.img+1 SN2012ht_bb_all.img
fappend  00085541005/uvot/image/sw00085541005ubb_sk.img+2 SN2012ht_bb_all.img
fappend  00085541005/uvot/image/sw00085541005ubb_sk.img+3 SN2012ht_bb_all.img
fextract 00032662001/uvot/image/sw00032662001ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662001/uvot/image/sw00032662001ubb_sk.img+3 SN2012ht_bb_goodaspcor.img
fappend  00032662002/uvot/image/sw00032662002ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005ubb_sk.img+3 SN2012ht_bb_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005ubb_sk.img+4 SN2012ht_bb_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005ubb_sk.img+5 SN2012ht_bb_goodaspcor.img
fappend  00032662008/uvot/image/sw00032662008ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662008/uvot/image/sw00032662008ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662011/uvot/image/sw00032662011ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662011/uvot/image/sw00032662011ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662012/uvot/image/sw00032662012ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662012/uvot/image/sw00032662012ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662012/uvot/image/sw00032662012ubb_sk.img+3 SN2012ht_bb_goodaspcor.img
fappend  00032662013/uvot/image/sw00032662013ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662014/uvot/image/sw00032662014ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662014/uvot/image/sw00032662014ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662015/uvot/image/sw00032662015ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662016/uvot/image/sw00032662016ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662017/uvot/image/sw00032662017ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662017/uvot/image/sw00032662017ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662017/uvot/image/sw00032662017ubb_sk.img+3 SN2012ht_bb_goodaspcor.img
fappend  00032662017/uvot/image/sw00032662017ubb_sk.img+4 SN2012ht_bb_goodaspcor.img
fappend  00032662018/uvot/image/sw00032662018ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662019/uvot/image/sw00032662019ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662019/uvot/image/sw00032662019ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662020/uvot/image/sw00032662020ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662020/uvot/image/sw00032662020ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662020/uvot/image/sw00032662020ubb_sk.img+3 SN2012ht_bb_goodaspcor.img
fappend  00032662021/uvot/image/sw00032662021ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662021/uvot/image/sw00032662021ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662022/uvot/image/sw00032662022ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662022/uvot/image/sw00032662022ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662022/uvot/image/sw00032662022ubb_sk.img+3 SN2012ht_bb_goodaspcor.img
fappend  00032662023/uvot/image/sw00032662023ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662023/uvot/image/sw00032662023ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662024/uvot/image/sw00032662024ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662024/uvot/image/sw00032662024ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662024/uvot/image/sw00032662024ubb_sk.img+3 SN2012ht_bb_goodaspcor.img
fappend  00032662025/uvot/image/sw00032662025ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662025/uvot/image/sw00032662025ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662026/uvot/image/sw00032662026ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662026/uvot/image/sw00032662026ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662027/uvot/image/sw00032662027ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662027/uvot/image/sw00032662027ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662028/uvot/image/sw00032662028ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662029/uvot/image/sw00032662029ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662029/uvot/image/sw00032662029ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662030/uvot/image/sw00032662030ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662030/uvot/image/sw00032662030ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662031/uvot/image/sw00032662031ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662031/uvot/image/sw00032662031ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662032/uvot/image/sw00032662032ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662032/uvot/image/sw00032662032ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662032/uvot/image/sw00032662032ubb_sk.img+3 SN2012ht_bb_goodaspcor.img
fappend  00032662033/uvot/image/sw00032662033ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662033/uvot/image/sw00032662033ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00032662034/uvot/image/sw00032662034ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00032662034/uvot/image/sw00032662034ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00085541001/uvot/image/sw00085541001ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00085541002/uvot/image/sw00085541002ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00085541003/uvot/image/sw00085541003ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00085541004/uvot/image/sw00085541004ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00085541005/uvot/image/sw00085541005ubb_sk.img+1 SN2012ht_bb_goodaspcor.img
fappend  00085541005/uvot/image/sw00085541005ubb_sk.img+2 SN2012ht_bb_goodaspcor.img
fappend  00085541005/uvot/image/sw00085541005ubb_sk.img+3 SN2012ht_bb_goodaspcor.img
uvotimsum SN2012ht_bb_goodaspcor.img  outfile=SN2012ht_bb_goodsum.img exclude=none clobber=yes
rm SN2012ht_bb_goodaspcor.img
rm SN2012ht_vv_sum.img
rm SN2012ht_vv_h5.img
rm SN2012ht_vv_full.img
rm SN2012ht_vv_all.img
rm SN2012ht_vv_goodaspcor.img
fextract 00032662001/uvot/image/sw00032662001uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662001/uvot/image/sw00032662001uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662005/uvot/image/sw00032662005uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662008/uvot/image/sw00032662008uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662011/uvot/image/sw00032662011uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662012/uvot/image/sw00032662012uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662013/uvot/image/sw00032662013uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662014/uvot/image/sw00032662014uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662017/uvot/image/sw00032662017uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662019/uvot/image/sw00032662019uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662020/uvot/image/sw00032662020uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662021/uvot/image/sw00032662021uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662022/uvot/image/sw00032662022uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662023/uvot/image/sw00032662023uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662024/uvot/image/sw00032662024uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662025/uvot/image/sw00032662025uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662026/uvot/image/sw00032662026uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662027/uvot/image/sw00032662027uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662028/uvot/image/sw00032662028uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662029/uvot/image/sw00032662029uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662030/uvot/image/sw00032662030uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662031/uvot/image/sw00032662031uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662032/uvot/image/sw00032662032uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662033/uvot/image/sw00032662033uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00032662034/uvot/image/sw00032662034uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00085541001/uvot/image/sw00085541001uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00085541002/uvot/image/sw00085541002uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00085541003/uvot/image/sw00085541003uvv_sk_sum.img SN2012ht_vv_sum.img
fappend 00085541004/uvot/image/sw00085541004uvv_sk_sum.img SN2012ht_vv_sum.img
fextract 00032662015/uvot/image/sw00032662015uvv_sk.img+2 SN2012ht_vv_h5.img
fappend  00032662016/uvot/image/sw00032662016uvv_sk.img+2 SN2012ht_vv_h5.img
fappend  00032662018/uvot/image/sw00032662018uvv_sk.img+2 SN2012ht_vv_h5.img
uvotimsum SN2012ht_vv_h5.img  outfile=SN2012ht_vv_h5sum.img exclude=none clobber=yes
fextract 00032662001/uvot/image/sw00032662001uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662001/uvot/image/sw00032662001uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662005/uvot/image/sw00032662005uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662005/uvot/image/sw00032662005uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662005/uvot/image/sw00032662005uvv_sk.img+3 SN2012ht_vv_full.img
fappend  00032662005/uvot/image/sw00032662005uvv_sk.img+4 SN2012ht_vv_full.img
fappend  00032662005/uvot/image/sw00032662005uvv_sk.img+5 SN2012ht_vv_full.img
fappend  00032662008/uvot/image/sw00032662008uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662008/uvot/image/sw00032662008uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662011/uvot/image/sw00032662011uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662011/uvot/image/sw00032662011uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662012/uvot/image/sw00032662012uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662012/uvot/image/sw00032662012uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662012/uvot/image/sw00032662012uvv_sk.img+3 SN2012ht_vv_full.img
fappend  00032662013/uvot/image/sw00032662013uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662014/uvot/image/sw00032662014uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662014/uvot/image/sw00032662014uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662015/uvot/image/sw00032662015uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662016/uvot/image/sw00032662016uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662017/uvot/image/sw00032662017uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662017/uvot/image/sw00032662017uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662017/uvot/image/sw00032662017uvv_sk.img+3 SN2012ht_vv_full.img
fappend  00032662017/uvot/image/sw00032662017uvv_sk.img+4 SN2012ht_vv_full.img
fappend  00032662018/uvot/image/sw00032662018uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662019/uvot/image/sw00032662019uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662019/uvot/image/sw00032662019uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662020/uvot/image/sw00032662020uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662020/uvot/image/sw00032662020uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662020/uvot/image/sw00032662020uvv_sk.img+3 SN2012ht_vv_full.img
fappend  00032662021/uvot/image/sw00032662021uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662021/uvot/image/sw00032662021uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662022/uvot/image/sw00032662022uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662022/uvot/image/sw00032662022uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662022/uvot/image/sw00032662022uvv_sk.img+3 SN2012ht_vv_full.img
fappend  00032662023/uvot/image/sw00032662023uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662023/uvot/image/sw00032662023uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662024/uvot/image/sw00032662024uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662024/uvot/image/sw00032662024uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662024/uvot/image/sw00032662024uvv_sk.img+3 SN2012ht_vv_full.img
fappend  00032662025/uvot/image/sw00032662025uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662025/uvot/image/sw00032662025uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662026/uvot/image/sw00032662026uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662026/uvot/image/sw00032662026uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662027/uvot/image/sw00032662027uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662027/uvot/image/sw00032662027uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662028/uvot/image/sw00032662028uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662029/uvot/image/sw00032662029uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662029/uvot/image/sw00032662029uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662030/uvot/image/sw00032662030uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662030/uvot/image/sw00032662030uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662031/uvot/image/sw00032662031uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662031/uvot/image/sw00032662031uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00032662032/uvot/image/sw00032662032uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662033/uvot/image/sw00032662033uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662034/uvot/image/sw00032662034uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00032662034/uvot/image/sw00032662034uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00085541001/uvot/image/sw00085541001uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00085541002/uvot/image/sw00085541002uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00085541003/uvot/image/sw00085541003uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00085541004/uvot/image/sw00085541004uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00085541005/uvot/image/sw00085541005uvv_sk.img+1 SN2012ht_vv_full.img
fappend  00085541005/uvot/image/sw00085541005uvv_sk.img+2 SN2012ht_vv_full.img
fappend  00085541005/uvot/image/sw00085541005uvv_sk.img+3 SN2012ht_vv_full.img
fextract 00032662001/uvot/image/sw00032662001uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662001/uvot/image/sw00032662001uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662005/uvot/image/sw00032662005uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662005/uvot/image/sw00032662005uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662005/uvot/image/sw00032662005uvv_sk.img+3 SN2012ht_vv_all.img
fappend  00032662005/uvot/image/sw00032662005uvv_sk.img+4 SN2012ht_vv_all.img
fappend  00032662005/uvot/image/sw00032662005uvv_sk.img+5 SN2012ht_vv_all.img
fappend  00032662008/uvot/image/sw00032662008uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662008/uvot/image/sw00032662008uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662011/uvot/image/sw00032662011uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662011/uvot/image/sw00032662011uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662012/uvot/image/sw00032662012uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662012/uvot/image/sw00032662012uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662012/uvot/image/sw00032662012uvv_sk.img+3 SN2012ht_vv_all.img
fappend  00032662013/uvot/image/sw00032662013uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662014/uvot/image/sw00032662014uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662014/uvot/image/sw00032662014uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662015/uvot/image/sw00032662015uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662015/uvot/image/sw00032662015uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662016/uvot/image/sw00032662016uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662016/uvot/image/sw00032662016uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662017/uvot/image/sw00032662017uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662017/uvot/image/sw00032662017uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662017/uvot/image/sw00032662017uvv_sk.img+3 SN2012ht_vv_all.img
fappend  00032662017/uvot/image/sw00032662017uvv_sk.img+4 SN2012ht_vv_all.img
fappend  00032662018/uvot/image/sw00032662018uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662018/uvot/image/sw00032662018uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662019/uvot/image/sw00032662019uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662019/uvot/image/sw00032662019uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662020/uvot/image/sw00032662020uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662020/uvot/image/sw00032662020uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662020/uvot/image/sw00032662020uvv_sk.img+3 SN2012ht_vv_all.img
fappend  00032662021/uvot/image/sw00032662021uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662021/uvot/image/sw00032662021uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662022/uvot/image/sw00032662022uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662022/uvot/image/sw00032662022uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662022/uvot/image/sw00032662022uvv_sk.img+3 SN2012ht_vv_all.img
fappend  00032662023/uvot/image/sw00032662023uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662023/uvot/image/sw00032662023uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662024/uvot/image/sw00032662024uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662024/uvot/image/sw00032662024uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662024/uvot/image/sw00032662024uvv_sk.img+3 SN2012ht_vv_all.img
fappend  00032662025/uvot/image/sw00032662025uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662025/uvot/image/sw00032662025uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662026/uvot/image/sw00032662026uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662026/uvot/image/sw00032662026uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662027/uvot/image/sw00032662027uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662027/uvot/image/sw00032662027uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662028/uvot/image/sw00032662028uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662029/uvot/image/sw00032662029uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662029/uvot/image/sw00032662029uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662030/uvot/image/sw00032662030uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662030/uvot/image/sw00032662030uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662031/uvot/image/sw00032662031uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662031/uvot/image/sw00032662031uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00032662032/uvot/image/sw00032662032uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662033/uvot/image/sw00032662033uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662034/uvot/image/sw00032662034uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00032662034/uvot/image/sw00032662034uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00085541001/uvot/image/sw00085541001uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00085541002/uvot/image/sw00085541002uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00085541003/uvot/image/sw00085541003uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00085541004/uvot/image/sw00085541004uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00085541005/uvot/image/sw00085541005uvv_sk.img+1 SN2012ht_vv_all.img
fappend  00085541005/uvot/image/sw00085541005uvv_sk.img+2 SN2012ht_vv_all.img
fappend  00085541005/uvot/image/sw00085541005uvv_sk.img+3 SN2012ht_vv_all.img
fextract 00032662001/uvot/image/sw00032662001uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005uvv_sk.img+3 SN2012ht_vv_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005uvv_sk.img+4 SN2012ht_vv_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005uvv_sk.img+5 SN2012ht_vv_goodaspcor.img
fappend  00032662008/uvot/image/sw00032662008uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662008/uvot/image/sw00032662008uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662011/uvot/image/sw00032662011uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662011/uvot/image/sw00032662011uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662012/uvot/image/sw00032662012uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662012/uvot/image/sw00032662012uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662012/uvot/image/sw00032662012uvv_sk.img+3 SN2012ht_vv_goodaspcor.img
fappend  00032662013/uvot/image/sw00032662013uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662014/uvot/image/sw00032662014uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662014/uvot/image/sw00032662014uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
