SNname,HostName,PSN,type,redshift,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Morphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,ExpDateReference,ExpDateReferenceLinks,ExpDateMethod,other_SNe,UVM2_DatPoints,best_dm,best_dm_err,best_dm_method,best_dm_ref,Hubble_dm,Hubble_dm_err,Hubble_dm_ref,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_dm_ref,end,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,year,broadtype,standardtype
SN2013fn,IC 1342,PSNJ21002376-1429522,Ia,0.027, ,7,32974,'21:00:23.76,-14:29:52.2,0.107,0.0107,S_F_2011,21h00m25.5329s,-14d29m44.4172s,33.825887,-35.021521,Sc,8087,16,8272,21,'2013-09-23, ,done, , , , , , , , ,1,35.25227473,0.368716357,HF, ,35.25227473,0.368716357,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Ia,Ia
SN2013ex,NGC 1954, ,Ia,0.010441,ASASSN-13cc,10,32920,'05:32:46.620,-14:02:45.41,0.384,0.0384,S_F_2011,5h32m48.3418s,-14d03m45.5877s,217.155182,-23.654556,SA(rs)bc pec:,3130,5,3125,14,'2013-08-19, ,done,3,all, , , , , , ,7,33.19105921,0.471911191,HF, ,33.19105921,0.471911191,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Ia,Ia
SN2013eu,UGC 5609,PSNJ10242231+7836235,Ia,0.009266, ,11,32908,'10:24:22.31,+78:36:23.5,0.066,0.0066,S_F_2011,10h24m22.214s,78d36m33.23s,131.334385,36.001857,S?,2778,18,3104,23,'2013-08-11, ,done,3,all, , , , , , ,0,32.93199872,0.501190712,HF, ,32.93199872,0.501190712,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Ia,Ia
SN2013el,NGC 1285,PSNJ03175245-0718021,Ib,0.017475, ,10,32881,'03:17:52.45,-07:18:02.1,0.147,0.0147,S_F_2011,3h17m53.414s,-7d17m51.78s,190.023751,-50.04162,(R')SB(r)b pec,5239,7,5083,11,'2013-07-11, ,done,3,all, ,56423,Parker_etal_2013,https://ui.adsabs.harvard.edu/abs/2013CBET.3611....1P/abstract,just before discovery, ,2,34.30957951,0.396284742,HF,Parker_etal_2013,34.30957951,0.396284742,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,SE CC,Ib
SN2013ek,NGC 6984,PSNJ20575390-5152245,Ib,0.015577, ,7,32889,'20:57:53.90,-51:52:24.5,0.099,0.0099,S_F_2011,20h57m53.9877s,-51d52m15.0347s,346.513702,-40.296819,SB(r)c,4670,9,4930,27,'2013-07-24, ,done,3, , , , , , , ,0,34.05992192,0.408055099,HF, ,34.05992192,0.408055099,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,SE CC,Ib
SN2013ej,NGC 628,PSNJ01364816+1545310,II,0.002192, ,24,32891,'01:36:48.16,+15:45:31.0,0.16,0,"Brown_walker_2020,S_F_2011",1h36m41.772s,15d47m00.46s,138.6168285,-45.7052238,SA(s)c         HII,657,1,725,11,'2013-07-25, ,done,2,all,Valenti  S. et al. arXiv:1309.4269, , , , , ,37,29.80116437,1.561191314,HF, ,29.80116437,1.561191314,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,II,II
SN2013eh,A161609+3832,PSNJ16160919+3832530,Ia,0.034999, ,14,32890,'16:16:09.19,+38:32:53.0,0.03,0,"Brown_walker_2020,S_F_2011", , , , , ,10492,27.27997943,10975,32,'2013-07-19, ,done,3, , , , , , , ,0,35.81762893,0.360300449,HF, ,35.81762893,0.360300449,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Ia,Ia
SN2013dy,NGC 7250,PSNJ22181760+4034096,Ia,0.003889, ,10,32882,'22:18:17.60,+40:34:09.6,0.412,0.0412,S_F_2011,22h18m17.776s,40d33m44.66s,93.974636,-13.544231,Sdm?           Sbrst,1166,5,1410,20,'2013-07-10, ,done,2, , , , , , , ,7,31.497,0.0795,Cepheid,Cepheids_Riess_etal_2016,31.04683027,0.92550377,,31.497,0.0795,Cepheids_Riess_etal_2016, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Ia,Ia
SN2013dn,PGC 71942,PSNJ23374574+1442371,IIn,0.056185, ,1,32880,'23:37:45.74,+14:42:37.1,0.208,0.0208,S_F_2011,23h37m45.6624s,14d42m24.2101s,97.558397,-44.504747,Spiral,16844,56,16652,61,'2013-06-14, ,done,1, , , , , , , , ,36.84556368,0.352653084,HF, ,36.84556368,0.352653084,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,n,IIn
SN2013dk,NGC 4038,PSNJ12015272-1852183,Ic,0.005477, ,12,35161,'12:01:52.72,-18:52:18.3,0.11,0,"Brown_walker_2020,S_F_2011",12h01m53.002s,-18d52m03.32s,286.9586941,42.4619738,SB(s)m pec,1642,12,1702,31,'2013-06-22, ,done,2, , ,x, , , , ,0,31.79020328,0.701994175,HF, ,31.79020328,0.701994175,, , ,Cepheids, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,SE CC,Ic
SN2013dh,NGC 5936,PSNJ15300109+1259129,Iax,0.013356, ,13,35866,'15:30:01.09,+12:59:12.9,0.103,0.0103,S_F_2011,15h30m00.846s,12d59m21.55s,20.057623,50.377936,SB(rs)b;LIRG   HII,4004,6,4634,30,'2013-06-12, ,done,2,all, , , , , , ,1,33.72580786,0.427778677,HF, ,33.72580786,0.427778677,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Ia,Iax
SN2013df,NGC 4414,PSNJ12262933+3113383,II,0.002388, ,27,32862,'12:26:29.33,+31:13:38.3,0.052,0.0052,S_F_2011,12h26m27.089s,31d13m24.76s,174.538951,83.181944,SA(rs)c?;HII   LINER,716,6,659,10,'2013-06-07, ,GI10,4,all, , , , , , ,22,29.98790263,1.439772411,HF, ,29.98790263,1.439772411,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,II,II
SN2013cv,A162243+1857,PSNJ16224316+1857356,Ia,0.035,iPTF13asv,6,32823,'16:22:43.16,+18:57:35.6,0.137,0.0137,S_F_2011, , , , , ,10493, ,11059,22,'2013-05-20, ,done,3,w2 /m2,Cao_paper_UV-bright_CBET3543_91Tor00cx, , , , , ,3,35.81783588, ,HF, ,35.81783588, ,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Ia,Ia
SN2013cu,LEDA 4676942,,SNIIb,0.0252,iPTF13ast,,,14 33 58.856,+40 14 22.5985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,SE CC,IIb
SN2013cu,UGC 9379,PSNJ14335897+4014207,IIb,0.025,iPTF13ast,12,32816;32818,'14:33:58.97,+40:14:20.7,0.034,0.0034,S_F_2011,14h33m58.66s,40d14m40.26s,71.273067,65.100329,Scd:,7565,42,8104,47,'2013-05-05, ,done,3,all,Gal-Yam et a. 2014  Nature  509  471, , , , , ,7,35.10738218,0.372568714,HF, ,35.10738218,0.372568714,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,SE CC,IIb
SN2013cs,ESO 576-G17,PSNJ13151481-1757556,Ia,0.00924,LSQ13aiz,12,32824,'13:15:14.81,-17:57:55.6,0.25,0.025,S_F_2011,13h15m12.781s,-17d58m00.67s,310.875355,44.537982,SAB(s)d:,2771,1,2804,22,'2013-05-14, ,done,2,all,highvelocity, , , , , ,8,32.92652015,0.500800657,HF, ,32.92652015,0.500800657,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Ia,Ia
SN2013cj,,,IIn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,n,IIn
SN2013cj,UGC 10685,PSNJ17045295+1255104,IIn,0.032162, ,21,32822,'17:04:52.95,+12:55:10.4,0.24,0,"Brown_walker_2020,S_F_2011",17h04m50.999s,12d55m29.64s,32.914891,29.408517,Sb,9642,10,10189,23,'2013-05-09, ,done,3,UV, , , , , , ,18,35.63417315,0.362417622,HF, ,35.63417315,0.362417622,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,n,IIn
SN2013cg,NGC 2891,PSNJ09265677-2446596,Ia,0.007952, ,12,32820,'09:26:56.77,-24:46:59.6,0.233,0.0233,S_F_2011,9h26m56.6229s,-24d46m58.7931s,254.77478,18.421799,SA0-:,2384,16,2485,30,'2013-05-06, ,done, , , , , , , , ,5,32.59986877,0.545562672,HF, ,32.59986877,0.545562672,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Ia,Ia
SN2013by,ESO 138-G10,PSNJ16590243-6011418,IIn/IIL,0.003816, ,19,32800,'16:59:02.43,-60:11:41.8,0.55,0,"Brown_walker_2020,S_F_2011",16h59m02.952s,-60d12m57.67s,329.426084,-10.809316,SA(s)cd,1144,2,1059,12,'2013-04-23, ,done,2,all, , , , , , ,6,31.00546764,0.940603915,HF, ,31.00546764,0.940603915,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0, , 
SN2013bu,NGC 7331,PSNJ22370217+3424052,II,0.002722, ,1,32798,'22:37:02.17,+34:24:05.2,0.245,0.0245,S_F_2011,22h37m04.102s,34d24m57.31s,93.721615,-20.7240532,SA(s)b;HII     LINER,816,1,1052,18,'2013-04-21, ,done,1,all, , , , , , ,1,30.27178831,1.27374528,HF, ,30.27178831,1.27374528,, , ,Cepheids, , ,YES,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,II,II
SN2013bs,NGC 6343,PSNJ17172203+4104002,Ia,0.027612, ,11,32796,'17:17:22.03,+41:04:00.2,0.078,0.0078,S_F_2011,17h17m16.2668s,41d03m09.9009s,65.826662,34.578596, ,8278,35,8717,39,'2013-04-18, ,done,4,all, , , , , , ,4,35.30296463,0.368243589,HF, ,35.30296463,0.368243589,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Ia,Ia
SN2013am,NGC 3623,PSNJ11185695+1303494,II,0.002692,iPTF13aaz,12,32765;32766,'11:18:56.95,+13:03:49.4,0.067,0.0067,S_F_2011,11h18m55.957s,13d05m31.96s,241.331272,64.221721,SAB(rs)a       LINER,807,3,572,13,'2013-03-21, ,done,3,all, , , , , , ,2,30.24770519,1.287019719,HF, ,30.24770519,1.287019719,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,II,II
SN2013ak,ESO 430-G20,PSNJ08070669-2803101,II,0.003402, ,18,32758,'08:07:06.69,-28:03:10.1,1.226,0.1226,S_F_2011,8h07m08.6s,-28d03m08.4s,246.26554,2.310511,SAB(s)d?,1020,2,942,20,'2013-03-09, ,done,3,all, , , , , , ,6,30.75633838,1.040109691,HF, ,30.75633838,1.040109691,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,II,II
SN2013ai,NGC 2207,PSNJ06161835-2122329,IIP,0.009143, ,5,32730,'06:16:18.35,-21:22:32.9,0.233,0.0233,S_F_2011,6h16m22.093s,-21d22m21.8s,228.6848904,-17.0079434,SAB(rs)bc pec,2741,15,2774,24,'2013-03-01, ,done,3,all, , , , , , ,1,32.9028827,0.504393847,HF, ,32.9028827,0.504393847,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,II,IIP
SN2013ag,A125135+2637, ,Ia,0.02129, ,8,32731,'12:51:35.02,+26:37:45.4,0.032,0.0032,S_F_2011, , , , , ,6389, ,6970,29,'2013-03-03, ,done,3,all, , , , , , ,5,34.74050196, ,HF, ,34.74050196, ,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Ia,Ia
SN2013ab,NGC 5669,PSNJ14324449+0953123,IIP,0.004574, ,24,32725,'14:32:44.49,+09:53:12.3,0.073,0.0073,S_F_2011,14h32m43.476s,9d53m25.47s,1.930886,60.556909,SAB(rs)cd,1368,2,1851,28,'2013-02-17, ,done,4,all, , , , , , ,6,31.393768,0.809301648,HF, ,31.393768,0.809301648,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,II,IIP
SN2013aa,NGC 5643,PSNJ14323388-4413278,Ia,0.003999, ,26,3272432793,'14:32:33.88,-44:13:27.8,0.456,0.0456,S_F_2011,14h32m40.778s,-44d10m28.6s,321.4428064,15.0282448,SAB(rs)c       Sy2,1199,2,1051,21,'2013-02-13, ,done,3,all, , , , , ,SN2017cbv,23,31.10743343,0.903457875,HF, ,31.10743343,0.903457875,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Ia,Ia
SN2013Q,NGC 7753,PSNJ23470787+2929115,Ia,0.017239, ,6,32701,'23:47:07.87,+29:29:11.5,0.265,0.0265,S_F_2011,23h47m04.834s,29d29m00.17s,106.52675,-31.329821,SAB(rs)bc,5168,6,5124,23,'2013-01-25, ,done,3,all, , , , , , ,0,34.27995004,0.397540715,HF, ,34.27995004,0.397540715,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Ia,Ia
SN2013L,ESO 216-G39,PSNJ11452955-5035531,IIn,0.016992, ,21,32693,'11:45:29.55,-50:35:53.1,0.362,0.0362,S_F_2011,11h45m27.429s,-50d35m29.44s,292.353653,10.920178,(R')SAB(r)ab:,5094,45,5864,83,'2013-01-22, ,done,3,all, , , , , , ,18,34.24863222,0.401312347,HF, ,34.24863222,0.401312347,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,n,IIn
SN2013I,A024943+0045, ,IIn,0.03527,DES12S1a,1,32688,'02:49:42.17,+00:45:35.7,0.15,0.015,S_F_2011, , , , , ,10574,19.78690105,10313,25,'2013-01-11, ,done,8,all, , , , , , , ,35.83453405,0.359992499,HF, ,35.83453405,0.359992499,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,n,IIn
SN2013F,IC 5325,PSNJ23284503-4119562,Ib/c,0.005013, ,1,32670,'23:28:45.03,-41:19:56.2,0.055,0.0055,S_F_2011,23h28m43.4234s,-41d19m59.732s,347.684364,-67.875858,SAB(rs)bc,1503,7,1524,12,'2013-01-05, , ,5,all, , , , , , , ,31.59813242,0.750851204,HF, ,31.59813242,0.750851204,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,SE CC,Ib/c
SN2013E,IC 2532,PSNJ10000552-3414013,Ia,0.009413, ,8,32667,'10:00:05.52,-34:14:01.3,0.262,0.0262,S_F_2011,10h00m05.3755s,-34d13m41.6396s,267.048792,16.445464,SB(rs)0/a      HII,2822,9,2871,27,'2013-01-04, ,done,3,all, , , , , , ,8,32.96612256,0.496374431,HF, ,32.96612256,0.496374431,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Ia,Ia
SN2012p,NGC 5806,,SNIIb,0.00449,PTF12os,,,15 00 00.2928,+01 53 30.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,SE CC,IIb
SN2012ij,MCG +03-30-38,PSNJ11401584+1727222,Ia-91bg,0.010998, ,8,32665,'11:40:15.84,+17:27:22.2,0.073,0.0073,S_F_2011,11h40m16.094s,17d27m26.1085s,239.722789,70.94067,SA0,3297,11,3804,32,'2012-12-29, ,done,5,all, , , , , , ,4,33.30393225,0.461341637,HF, ,33.30393225,0.461341637,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,Ia,Ia-91bg
SN2012ht,NGC 3447,PSNJ10532275+1646349,Ia,0.003559, ,34,32662,'10:53:22.75,+16:46:34.9,0.078,0.0078,S_F_2011,10h53m23.9703s,16d46m20.7404s,227.5618,60.8417,2.3,1067,1,1315,21,'2012-12-18, ,done,3,all, , , , , , ,19,31.91,0.0435,Cepheid,Cepheids_Riess_etal_2016,30.85415961,0.999471071,,31.91,0.0435,Cepheids_Riess_etal_2016, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,Ia,Ia
SN2012hs,ESO 213-G2,PSNJ09491471-4754456,II,0.006424, ,1,32650,'09:49:14.71,-47:54:45.6,0.944,0.0944,S_F_2011,9h49m16.527s,-47d55m12.85s,274.25697,4.549063,SA(r)0+ pec,1926,5,1790,23,'2012-12-15, ,skip,7,all, , , , , , , ,32.13661893,0.62474924,HF, ,32.13661893,0.62474924,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,II,II
SN2012hr,ESO 121-G26,PSNJ06213846-5942506,Ia,0.007562, ,12,32653,'06:21:38.46,-59:42:50.6,0.121,0.0121,S_F_2011,6h21m38.7258s,-59d44m23.7787s,268.865191,-26.871361,SB(rs)c,2267,4,2221,21,'2012-12-16, ,done,12,all, , , , , ,SN2008M_SN2009mg_SN2012hr,12,32.49059512,0.561445054,HF, ,32.49059512,0.561445054,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,Ia,Ia
SN2012hj,MCG +08-20-89,PSNJ11071919+4622462,Ia,0.024597, ,6,32636,'11:07:19.19,+46:22:46.2,0.03,0.003,S_F_2011,11h07m19.681s,46d22m59.934s,162.859278,61.859866,E0,7374,51,7763,54,'2012-12-04, ,done,5,all, , , , , , ,2,35.05185318,0.374365627,HF, ,35.05185318,0.374365627,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,Ia,Ia
SN2012fr,NGC 1365,PSNJ03333599-3607377,Ia,0.005457, ,71,32614,'03:33:35.99,-36:07:37.7,0.03,0,"Brown_walker_2020,S_F_2011",3h33m36.458s,-36d08m26.37s,237.956197,-54.598032,(R')SBb(s)b;HIISy1.8,1636,1,1566,12,'2012-10-27, ,done,3,all, , , , , , ,24,31.306,0.0576,Cepheid,Cepheids_Riess_etal_2016,31.78225401,0.702990354,,31.306,0.0576,Cepheids_Riess_etal_2016, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,Ia,Ia
SN2012fh,NGC 3344, ,Ib/c,0.0001935, ,2,36581,'10:43:34.05,+24:53:29.0,0.088,0.0088,S_F_2011,10h43m31.15s,24d55m19.99s,210.039871,61.254969,(R)SAB(r)bc    HII,580,1,507,6,'2012-10-18, ,done,5,w1 m2, , , , , , ,0,29.53047749,1.758774913,HF, ,29.53047749,1.758774913,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,SE CC,Ib/c
SN2012fg,NGC 2857,,SNII,0.01626,PTF12jxe,,,09 24 38.1073,+49 21 34.4646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,II,II
SN2012dn,ESO 462-G16,PSNJ20233626-2816434,Ia-SC,0.010187, ,11, ,'20:23:36.26,-28:16:43.4,0.163,0.0163,S_F_2011,20h23m38.9685s,-28d16m40.5872s,14.862161,-31.529123,SA(s)cd        HII,3054,6,3326,18,'2012-07-08, ,done,4, ,grism,56114,Brown_etal_2013,Brown et al. 2013 peak -20, , ,8,33.13768268,0.477363952,HF,Brown_etal_2013,33.13768268,0.477363952,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,Ia,Ia-SC
SN2012dh,ESO 443-G80, ,IIb,0.009355, ,11, ,'13:11:09.04,-28:00:33.1,0.193,0.0193,S_F_2011,13h11m09s,-28d00m28s,308.224893,34.65868,SB(s)m,2115,2,1908,29,'2012-06-26, ,fillin,1, , , , , , , , ,32.33988938,0.586632752,HF, ,32.33988938,0.586632752,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,SE CC,IIb
SN2012da,PGC 83768, ,Ia,0.018012, ,5, ,'13:02:33.66,+27:26:11.3,0.025,0,"Brown_walker_2020,S_F_2011",13h02m35.193s,27d26m21.38s,40.728896,87.503575,S0/a,5400,41,5990,50,'2012-06-18, ,done,2,all, , , , , , ,3,34.37530632,0.395345432,HF, ,34.37530632,0.395345432,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,Ia,Ia
SN2012cw,NGC 3166,PSNJ10134795+0326026,Ic,0.004486, ,1, ,'10:13:47.95,+03:26:02.6,0.083,0.0083,S_F_2011,10h13m45.674s,3d25m28.81s,238.146349,45.524691,SAB(rs)0/a;HII LINER,1345,5,1602,28,'2012-06-14, ,no,7, , ,x, , , , ,0,31.35694894,0.820787865,HF, ,31.35694894,0.820787865,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,SE CC,Ic
SN2012cu,NGC 4772,PSNJ12532935+0209390,Ia,0.003469, ,3,32505,'12:53:29.35,+02:09:39.0,0.072,0.0072,S_F_2011,12h53m29.1637s,2d10m06.133s,304.1442621,65.0352999,SA(s)a;LINER   Sy3,1040,5,969,10,'2012-06-14, ,fillin,2, , , , , , , , ,30.79850421,1.022593434,HF, ,30.79850421,1.022593434,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,Ia,Ia
SN2012cp,UGC 8713, ,Ia,0.016531,PTF12ena,15,32469,'13:47:01.68,+33:53:36.0,0.05,0,"Brown_walker_2020,S_F_2011",13h47m01.2595s,33d53m36.9528s,65.815066,76.268144,SB(s)d: sp,4956,10,5543,27,'2012-05-23, ,done,4, , , , , , , ,0,34.18899401,0.401719377,HF, ,34.18899401,0.401719377,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,Ia,Ia
SN2012ck,A191927+4414,PSNJ19192793+4414509,II,0.042, ,1,32471,'19:19:27.93,+44:14:50.9,0.255,0.0255,S_F_2011, , , , , , , , , ,'2012-05-19, , ,3, , , , , , , , , , , , , , ,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,II,II
SN2012cg,NGC 4424,PSNJ12271283+0925132,Ia-99aa,0.001458, ,40, ,'12:27:12.83,+09:25:13.2,0.055,0.0055,S_F_2011,12h27m11.5747s,9d25m14.3198s,283.880973,71.390068,SB(s)a:        HII,437,2,227,10,'2012-05-17, ,done,18, , , , , , , ,24,31.08,0.2958,Cepheid,Cepheids_Riess_etal_2016,28.9157447,2.314635804,,31.08,0.2958,Cepheids_Riess_etal_2016, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0, , 
SN2012cc,NGC 4419,PSNJ12265681+1502455,II-87K,-0.00087, ,4,32460,'12:26:56.81,+15:02:45.5,0.089,0.0089,S_F_2011,12h26m56.433s,15d02m50.72s,276.4471662,76.6425863,SB(s)a;LINER   HII,-261,5,-314,9,'2012-04-29, ,fillin,4, , , , , , , , ,30.65,0.25,SBF,2001ApJ...546..681T, , ,, , ,ref,30.65,0.25,2001ApJ...546..681T,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,II,II-pec
