name,type,redshift,right ascension,declination,TNSprefix
SN2020tld,Ia,0.011201,7.423292,-51.536,SN
SN2020szr,Ia,0.02581,347.387917,15.659269,SN
SN2020tlf,IIn,0.008463,220.04175,42.777619,SN
SN2020tld,Ia,0.011201,7.423292,-51.536,SN
SN2020tlf,IIn,0.008463,220.04175,42.777619,SN
SN2020qlb,SLSN-I,0.159,286.956458,62.963781,SN
SN2020qxz,Ia-CSM,0.0964,271.001042,74.013969,SN
SN2020qlb,SLSN-I,0.159,286.956458,62.963781,SN
SN2020ssf,Ia,0.01335,354.670298282,15.9540408311,SN
SN2020ssf,Ia,0.01335,354.670298282,15.9540408311,SN
SN2020sjv,II,0.028,260.7695,55.072489,SN
SN2020sic,II,0.03324,236.937958,28.640339,SN
SN2020qpo,IIn,0.053,259.172318578,57.9034331589,SN
SN2020sic,II,0.03324,236.937958,28.640339,SN
SN2020sbw,IIb,0.023033,41.5138246463,3.32990662903,SN
SN2020faa,II,0.04106,221.789456173,72.7365432726,SN
SN2020qlb,SLSN-I,0.159,286.956458,62.963781,SN
SN2020sbw,IIb,0.023033,41.5138246463,3.32990662903,SN
SN2020scb,Ic,0.017429,4.6067665278,18.5165354063,SN
SN2020rph,Ic-BL,0.03,48.824219001,37.0140938791,SN
SN2020rsc,IIb,0.0313,19.9854288,38.1860177,SN
SN2020pni,II,0.01687,225.958167,42.114031,SN
SN2020rlj,Ia,0.045,345.290059561,23.4872227538,SN
SN2020rgz,Ia,0.0285,273.004417,51.724581,SN
SN2020rqk,Ia,,240.243542,70.604181,SN
SN2020qvw,II,0.05,250.983420236,77.8799209835,SN
SN2020qlb,SLSN-I,0.159,286.956458,62.963781,SN
SN2020qpo,IIn,0.053,259.172318578,57.9034331589,SN
SN2020qlb,SLSN-I,0.159,286.956458,62.963781,SN
SN2020qvw,II,0.05,250.983420236,77.8799209835,SN
SN2020pqv,II,0.0338,220.498167,8.462719,SN
SN2020nlb,Ia,,186.35075,18.20355,SN
SN2020nxt,Ibn,,339.400980463,35.0021327976,SN
SN2020cxd,II,0.003883,261.621917,71.09405,SN
SN2018bsz,II,0.027,242.412965541,-32.0626763514,SN
SN2020pni,II,0.01687,225.958167,42.114031,SN
SN2020nub,IIn,0.017,30.98375,-23.31395,SN
SN2020qic,Ia,0.048,3.773333,43.343289,SN
SN2020pqv,II,0.0338,220.498167,8.462719,SN
SN2020jfo,II,0.00502,185.460333,4.481681,SN
SN2020pni,II,0.01687,225.958167,42.114031,SN
SN2020pst,Ia,0.046,18.300167,2.283839,SN
SN2020pqv,II,0.0338,220.498167,8.462719,SN
SN2020pqv,II,0.0338,220.498167,8.462719,SN
SN2020pjj,Ia-pec,0.03,207.672083,30.489031,SN
SN2019wzx,II,0.0275,37.7823461268,4.3113182481,SN
SN2020mso,Ibn,0.1,271.55974855833,50.726268233333,SN
SN2020pni,II,0.01687,225.958167,42.114031,SN
SN2020pni,II,0.01687,225.958167,42.114031,SN
SN2020nxt,Ibn,,339.400980463,35.0021327976,SN
SN2020pni,II,0.01687,225.958167,42.114031,SN
SN2020nxt,Ibn,,339.400980463,35.0021327976,SN
SN2020jfo,II,0.00502,185.460333,4.481681,SN
SN2020nyb,II,0.015527,29.783917,86.676211,SN
SN2020nvw,II,0.03,228.58186838,39.930978633,SN
SN2018hti,SLSN-I,0.063,55.224,11.77705,SN
SN2020nyb,II,0.015527,29.783917,86.676211,SN
SN2020nta,Ia-91bg-like,0.033953,241.8472904,13.892707425,SN
SN2020nvb,Ia,0.002939,187.244917,3.572781,SN
SN2020nvb,Ia,0.002939,187.244917,3.572781,SN
SN2020noz,IIn,0.025,187.251042,7.849561,SN
SN2020nif,II,0.010374,196.05725,-10.350969,SN
SN2020faa,II,0.04106,221.789456173,72.7365432726,SN
SN2020nlb,Ia,,186.35075,18.20355,SN
SN2020nlb,Ia,,186.35075,18.20355,SN
SN2020nlb,Ia,,186.35075,18.20355,SN
SN2020jvj,SLSN-II,0.258,178.536046,61.482722,SN
SN2020nlb,Ia,,186.35075,18.20355,SN
SN2020nlb,Ia,,186.35075,18.20355,SN
SN2017hcc,IIn,0.0173,0.960792,-11.474611,SN
SN2020nif,II,0.010374,196.05725,-10.350969,SN
SN2019yvr,Ib,0.005,191.283897036,-0.459120025663,SN
SN2020lrr,II,0.0275,210.277946016,34.5808094366,SN
SN2020hvf,Ia,0.005838,170.360208,3.014681,SN
SN2018zd,II,0.002979,94.513292,78.366989,SN
SN2020mvk,II,0.01503,203.940333,-30.8751,SN
SN2020mst,II,0.059,281.793922175,60.496785,SN
SN2020llx,II,0.009947,328.05849,-55.56227,SN
SN2020lse,Ia,0.016,160.259125,-27.08345,SN
SN2020mst,II,0.059,281.793922175,60.496785,SN
SN2020mjm,II,0.005134,217.372208,-0.0216,SN
SN2020jhm,SLSN-I,0.06,233.25950536,67.9134729587,SN
SN2020lfn,II,0.044,246.737042,20.245889,SN
SN2019szu,SLSN-I,0.213,2.55475,-19.69235,SN
SN2020hgr,SLSN-II,0.1258,214.1104402,70.4135603,SN
SN2020lil,Ia,0.0307,219.498583,9.388539,SN
SN2020cui,IIn,0.025,170.581875,-7.579761,SN
SN2020llx,II,0.009947,328.05849,-55.56227,SN
SN2020lse,Ia,0.016,160.259125,-27.08345,SN
SN2019yvr,Ib,0.005,191.283897036,-0.459120025663,SN
SN2020lao,Ic-BL,0.031162,256.7275,30.2715,SN
SN2020jvj,SLSN-II,0.258,178.536046,61.482722,SN
SN2019fdr,SLSN-II,0.2666,257.278578935,26.8556946632,SN
SN2020lfn,II,0.044,246.737042,20.245889,SN
SN2020lao,Ic-BL,0.031162,256.7275,30.2715,SN
SN2020llx,II,0.009947,328.05849,-55.56227,SN
SN2020hgw,II,0.043,214.579719788,38.9295566266,SN
SN2020kyx,Ia,0.031985,243.439625,22.920661,SN
SN2020kpx,Ia,0.02291,234.542292,4.780669,SN
SN2020kyg,Iax,0.008736,197.915012221,22.915514971,SN
SN2020lfn,II,0.044,246.737042,20.245889,SN
SN2020jfo,II,0.00502,185.460333,4.481681,SN
SN2020jqm,Ic-BL,0.03696,207.327350469,-3.76952042394,SN
SN2020jgl,Ia,0.006758,142.243442219,-14.8055223401,SN
SN2019mtk,IIn,0.084,13.743917,44.09015,SN
SN2020cxd,II,0.003883,261.621917,71.09405,SN
SN2020kyg,Iax,0.008736,197.915012221,22.915514971,SN
SN2019szu,SLSN-I,0.213,2.55475,-19.69235,SN
SN2020iak,II,0.061316,199.345375,32.588539,SN
SN2019uit,IIn,0.071,192.567042,21.337611,SN
SN2020hvf,Ia,0.005838,170.360208,3.014681,SN
SN2019szu,SLSN-I,0.213,2.55475,-19.69235,SN
SN2020jfo,II,0.00502,185.460333,4.481681,SN
SN2020ikq,IIb,0.037,204.020901072,28.9833628928,SN
SN2020jww,II,0.046,242.714961954,27.161694147,SN
SN2020jgl,Ia,0.006758,142.243442219,-14.8055223401,SN
SN2019oys,Ib,0.016501,106.996917,31.665361,SN
SN2020jfo,II,0.00502,185.460333,4.481681,SN
SN2020hgr,SLSN-II,0.1258,214.1104402,70.4135603,SN
SN2020fqv,IIb,0.007522,189.138583,11.231631,SN
SN2020jfo,II,0.00502,185.460333,4.481681,SN
SN2020jdo,Ia,0.071,273.931854801,58.2152610216,SN
SN2020iak,II,0.061316,199.345375,32.588539,SN
SN2020jgl,Ia,0.006758,142.243442219,-14.8055223401,SN
SN2020jgl,Ia,0.006758,142.243442219,-14.8055223401,SN
SN2020jfo,II,0.00502,185.460333,4.481681,SN
SN2020jfo,II,0.00502,185.460333,4.481681,SN
SN2020jfo,II,0.00502,185.460333,4.481681,SN
SN2020ikq,IIb,0.037,204.020901072,28.9833628928,SN
SN2020hvp,Ib,0.005247,245.439125,-2.289269,SN
SN2020iak,II,0.061316,199.345375,32.588539,SN
SN2020hvf,Ia,0.005838,170.360208,3.014681,SN
SN2020hgw,II,0.043,214.579719788,38.9295566266,SN
SN2020cui,IIn,0.025,170.581875,-7.579761,SN
SN2020iak,II,0.061316,199.345375,32.588539,SN
SN2020bqj,Ibn,0.068,233.41867324,34.47894556,SN
SN2020hvf,Ia,0.005838,170.360208,3.014681,SN
SN2020hvf,Ia,0.005838,170.360208,3.014681,SN
SN2020iak,II,0.061316,199.345375,32.588539,SN
SN2020hvp,Ib,0.005247,245.439125,-2.289269,SN
SN2020hvf,Ia,0.005838,170.360208,3.014681,SN
SN2020iak,II,0.061316,199.345375,32.588539,SN
SN2020iez,II,0.032668,147.118270731,50.922479425,SN
SN2020hvp,Ib,0.005247,245.439125,-2.289269,SN
SN2020hvf,Ia,0.005838,170.360208,3.014681,SN
SN2019neq,SLSN-I,0.1075,268.611401588,47.261284416,SN
SN2019hge,SLSN-I,0.0866,336.088375,24.788089,SN
SN2018hna,II,0.0024,186.550292,58.314119,SN
SN2020fqv,IIb,0.007522,189.138583,11.231631,SN
SN2020fqv,IIb,0.007522,189.138583,11.231631,SN
SN2020esm,IIP,0.036,211.826083,-5.127131,SN
SN2020bqj,Ibn,0.068,233.41867324,34.47894556,SN
SN2020dtd,IIn,0.06954,212.680875,58.83085,SN
SN2020ftl,Ia,0.0073,185.015708,5.343289,SN
SN2020fxa,Ia,0.064,233.637667,37.533831,SN
SN2020fqv,IIb,0.007522,189.138583,11.231631,SN
SN2018hna,II,0.0024,186.550292,58.314119,SN
SN2020fqv,IIb,0.007522,189.138583,11.231631,SN
SN2020fqv,IIb,0.007522,189.138583,11.231631,SN
SN2020fqv,IIb,0.007522,189.138583,11.231631,SN
SN2019nvm,II,0.01815,261.411114384,59.4467399895,SN
SN2019zcr,SLSN-II,0.259,194.678749731,15.2117115053,SN
SN2020bqj,Ibn,0.068,233.41867324,34.47894556,SN
SN2020cui,IIn,0.025,170.581875,-7.579761,SN
SN2019smj,IIn,0.06,117.419667,5.074211,SN
SN2020ekk,II,0.011,251.188125,22.513261,SN
SN2020esm,IIP,0.036,211.826083,-5.127131,SN
SN2020bqj,Ibn,0.068,233.41867324,34.47894556,SN
SN2019oys,Ib,0.016501,106.996917,31.665361,SN
SN2020ekk,II,0.011,251.188125,22.513261,SN
SN2020nt,SLSN-II,0.1867,229.053611852,2.32585447335,SN
SN2020dyu,II,0.05,184.913045505,33.0403874356,SN
SN2020ees,Ia,0.024424,201.813292,32.033619,SN
SN2020ekk,II,0.011,251.188125,22.513261,SN
SN2020dya,II,0.030074,216.905403825,69.68641165,SN
SN2020nt,SLSN-II,0.1867,229.053611852,2.32585447335,SN
SN2018zd,II,0.002979,94.513292,78.366989,SN
SN2020cui,IIn,0.025,170.581875,-7.579761,SN
SN2020dyu,II,0.05,184.913045505,33.0403874356,SN
SN2020dya,II,0.030074,216.905403825,69.68641165,SN
SN2020dyu,II,0.05,184.913045505,33.0403874356,SN
SN2020bqj,Ibn,0.068,233.41867324,34.47894556,SN
SN2019oys,Ib,0.016501,106.996917,31.665361,SN
SN2020dul,Ia,0.07,224.307920803,49.6743426198,SN
SN2019zcr,SLSN-II,0.259,194.678749731,15.2117115053,SN
SN2020cwd,Ibn,0.052,91.74617,-49.00665,SN
SN2020dpw,IIP,0.0048,309.293958,66.102961,SN
SN2020dko,Ia,0.0225,204.987747244,0.828189947664,SN
SN2020dhj,Ia,0.04417,223.37659252,17.2891396457,SN
SN2020czo,Ia,0.0267,165.29709187143,12.474773157143,SN
SN2020cwd,Ibn,0.052,91.74617,-49.00665,SN
SN2020bio,SN,0.009,208.90703115,40.4775408709,SN
SN2020cui,IIn,0.025,170.581875,-7.579761,SN
SN2020nt,SLSN-II,0.1867,229.053611852,2.32585447335,SN
SN2020cxd,II,0.003883,261.621917,71.09405,SN
SN2020dcs,IIn,0.02402,183.35615716667,37.699387633333,SN
SN2020ue,Ia,0.003,190.694917,2.659481,SN
SN2020bpi,Ia,0.041,200.870917,62.446231,SN
SN2020bio,SN,0.009,208.90703115,40.4775408709,SN
SN2020oi,Ic,0.0052,185.728875,15.8236,SN
SN2020km,IIn,0.1029,69.287241814286,72.460251328571,SN
SN2020nt,SLSN-II,0.1867,229.053611852,2.32585447335,SN
SN2019yvq,Ia,0.009,186.841042,64.79995,SN
SN2020bvc,Ic-BL,0.025235,218.48753882,40.2437842405,SN
SN2020big,Ibn,0.0245,75.3159253937,-14.0244671901,SN
SN2019yvr,Ib,0.005,191.283897036,-0.459120025663,SN
SN2020bvc,Ic-BL,0.025235,218.48753882,40.2437842405,SN
SN2020big,Ibn,0.0245,75.3159253937,-14.0244671901,SN
SN2020bpi,Ia,0.041,200.870917,62.446231,SN
SN2020bvc,Ic-BL,0.025235,218.48753882,40.2437842405,SN
SN2020bio,SN,0.009,208.90703115,40.4775408709,SN
SN2020amv,II,0.0452,132.419542,30.1874,SN
SN2020bio,SN,0.009,208.90703115,40.4775408709,SN
SN2020akf,Ia-91T-like,0.012454,142.16525,38.563111,SN
SN2019zcr,SLSN-II,0.259,194.678749731,15.2117115053,SN
SN2019unb,SLSN-I,0.0635,146.987542,0.82665,SN
SN2020aze,II,0.009,159.313625,-41.6247,SN
SN2019yvq,Ia,0.009,186.841042,64.79995,SN
SN2019szu,SLSN-I,0.213,2.55475,-19.69235,SN
SN2019xfs,SLSN-II,0.116,287.5204368,32.3448405,SN
SN2020aqe,II,0.012255,175.874,-16.7981,SN
SN2020ue,Ia,0.003,190.694917,2.659481,SN
SN2019yvq,Ia,0.009,186.841042,64.79995,SN
SN2020akf,Ia-91T-like,0.012454,142.16525,38.563111,SN
SN2020alh,Ia,0.016,210.91151338,-33.9770522535,SN
SN2020ue,Ia,0.003,190.694917,2.659481,SN
SN2020oi,Ic,0.0052,185.728875,15.8236,SN
SN2020vg,II,0.0087,177.226792,-4.6816,SN
SN2020ue,Ia,0.003,190.694917,2.659481,SN
SN2020oi,Ic,0.0052,185.728875,15.8236,SN
SN2019yvq,Ia,0.009,186.841042,64.79995,SN
SN2020ue,Ia,0.003,190.694917,2.659481,SN
SN2020ue,Ia,0.003,190.694917,2.659481,SN
SN2020ue,Ia,0.003,190.694917,2.659481,SN
SN2020oi,Ic,0.0052,185.728875,15.8236,SN
SN2020oi,Ic,0.0052,185.728875,15.8236,SN
SN2019xtw,II,0.015964,40.890125,-38.625211,SN
SN2020oi,Ic,0.0052,185.728875,15.8236,SN
SN2019szu,SLSN-I,0.213,2.55475,-19.69235,SN
SN2020oi,Ic,0.0052,185.728875,15.8236,SN
SN2019yvr,Ib,0.005,191.283897036,-0.459120025663,SN
SN2019xdf,II,0.013012,141.966071314,68.411859552,SN
SN2019yvq,Ia,0.009,186.841042,64.79995,SN
SN2021aaev,II,0.156,20.782625,-3.187,SN
SN2021yfj,Ien,0.13865,24.4423790501,-1.25494008599,SN
SN2021afkk,II,0.0138,37.4998676863,28.6341857571,SN
SN2021acya,IIn,0.063,60.557333,-28.391589,SN
SN2021aefx,Ia,0.005,64.9725,-54.948081,SN
SN2020dhj,Ia,0.04417,223.37659252,17.2891396457,SN
SN2020zpi,Ia,0.03726,40.085208,-1.446861,SN
SN2020lil,Ia,0.0307,219.498583,9.388539,SN
SN2018yt,II,0.052,134.898292,45.611639,SN
SN2020qvw,II,0.05,250.983420236,77.8799209835,SN
SN2020sjv,II,0.028,260.7695,55.072489,SN
SN2021ibn,II,0.044,132.558667,37.026969,SN
SN2018acj,II,0.0078,207.16971132,43.418373192,SN
SN2019ehk,Ib,0.0043,185.733958,15.826119,SN
SN2020abjc,SLSN-I,0.219,142.001139801,14.1212839616,SN
SN2021afuq,Ic,0.009,156.967290323,-43.9019903226,SN
SN2021acya,IIn,0.063,60.557333,-28.391589,SN
SN2020jfv,IIb,0.01709,346.648958,0.612111,SN
SN2020nlb,Ia,,186.35075,18.20355,SN
SN2021agbn,II,0.01474,59.303542,-25.403381,SN
SN2021afur,Ia-91bg-like,0.028,155.5541569,17.861225066667,SN
SN2020qic,Ia,0.048,3.773333,43.343289,SN
SN2020pst,Ia,0.046,18.300167,2.283839,SN
SN2021afcp,Iax,0.041,160.375458,-12.36625,SN
SN2021aefx,Ia,0.005,64.9725,-54.948081,SN
SN2021acya,IIn,0.063,60.557333,-28.391589,SN
SN2020abjc,SLSN-I,0.219,142.001139801,14.1212839616,SN
SN2021afkk,II,0.0138,37.4998676863,28.6341857571,SN
SN2021aefx,Ia,0.005,64.9725,-54.948081,SN
SN2020tug,Ia,0.05,359.866168993,17.8652140746,SN
SN2021aefx,Ia,0.005,64.9725,-54.948081,SN
SN2021zcl,SLSN-I,0.117,77.3102410714,-6.05385274835,SN
SN2021adly,SN,0.042,172.17418239,35.112629988,SN
SN2021aefx,Ia,0.005,64.9725,-54.948081,SN
SN2021aefx,Ia,0.005,64.9725,-54.948081,SN
SN2021yja,IIP,0.0053,51.08825,-21.565611,SN
SN2021aaev,II,0.156,20.782625,-3.187,SN
SN2020tkp,Ia,0.035,359.544048488,22.7701245689,SN
SN2021aefx,Ia,0.005,64.9725,-54.948081,SN
SN2018zd,II,0.002979,94.513292,78.366989,SN
SN2021yky,II,0.076,16.959267072222,27.314798955556,SN
SN2021adou,IIn,0.039,14.463769406,9.63131134786,SN
SN2021adly,SN,0.042,172.17418239,35.112629988,SN
SN2021adlw,II,0.004897,175.324257734,36.5429352609,SN
SN2021adlw,II,0.004897,175.324257734,36.5429352609,SN
SN2021uvy,Ib-pec,0.0944,7.3786418772,12.1058488772,SN
SN2021aczp,II,0.048,144.171518,-21.10705,SN
SN2020znr,SLSN-I,0.1,109.77675,23.885381,SN
SN2021gno,Ib,0.006211,183.042875,13.249181,SN
SN2021zcl,SLSN-I,0.117,77.3102410714,-6.05385274835,SN
SN2021zny,Ia-SC,0.0266,30.899167,15.7426,SN
SN2021abze,II,0.0148,10.8843865335,14.3427825741,SN
SN2021aaev,II,0.156,20.782625,-3.187,SN
SN2019omp,II,0.045,260.1429702,51.6327797,SN
SN2020aavm,IIP,0.045,116.681996277,18.1135581132,SN
SN2019tjt,II,0.0476,4.26530465231,31.5725286874,SN
SN2020abue,II,0.028034,121.084667,56.302081,SN
SN2019wzx,II,0.0275,37.7823461268,4.3113182481,SN
SN2021njo,II,0.03797,241.779042,47.443639,SN
SN2021abpt,Ia,0.014,96.4842054993,39.6737005563,SN
SN2020sbw,IIb,0.023033,41.5138246463,3.32990662903,SN
SN2020xva,II,0.017,263.035125,53.653989,SN
SN2019rwd,II,0.017,2.69124128146,21.1390918086,SN
SN2021yja,IIP,0.0053,51.08825,-21.565611,SN
SN2021aaev,II,0.156,20.782625,-3.187,SN
SN2021yky,II,0.076,16.959267072222,27.314798955556,SN
SN2021aabp,Ic-BL,0.07,347.479519414,9.68582812039,SN
SN2021aabp,Ic-BL,0.07,347.479519414,9.68582812039,SN
SN2021aakl,Ia-91T-like,0.029,47.4246373439,-4.58810213727,SN
SN2020jhm,SLSN-I,0.06,233.25950536,67.9134729587,SN
SN2019cqc,SLSN-II,0.1173,275.42938491,30.9926367957,SN
SN2019xfs,SLSN-II,0.116,287.5204368,32.3448405,SN
SN2020acct,IIn,0.035,146.233561417,31.0960365255,SN
SN2021aabp,Ic-BL,0.07,347.479519414,9.68582812039,SN
SN2021zny,Ia-SC,0.0266,30.899167,15.7426,SN
SN2021zfx,Ibn,0.069,317.348927591,9.76088904595,SN
SN2021yfj,Ien,0.13865,24.4423790501,-1.25494008599,SN
SN2021zny,Ia-SC,0.0266,30.899167,15.7426,SN
SN2021zzi,II,0.025494,23.66319495,55.4201235,SN
SN2021ywf,Ic-BL,0.02825,78.5457979186,1.88120467334,SN
SN2021yfj,Ien,0.13865,24.4423790501,-1.25494008599,SN
SN2021zgm,II,0.013309,278.951445675,22.4625748375,SN
SN2021yja,IIP,0.0053,51.08825,-21.565611,SN
SN2021yyg,IIP,0.011625,79.087625,-13.477769,SN
SN2021zet,II,0.032,328.055625,-23.376989,SN
SN2021yyg,IIP,0.011625,79.087625,-13.477769,SN
SN2021ybc,IIb,0.02925,37.329277271,-4.68175629635,SN
SN2021yfj,Ien,0.13865,24.4423790501,-1.25494008599,SN
SN2021yja,IIP,0.0053,51.08825,-21.565611,SN
SN2021yja,IIP,0.0053,51.08825,-21.565611,SN
SN2021yja,IIP,0.0053,51.08825,-21.565611,SN
SN2021yfj,Ien,0.13865,24.4423790501,-1.25494008599,SN
SN2021gmj,II,0.0034,159.696958,53.508419,SN
SN2021xju,Ia,0.01558,305.629417,-53.278861,SN
SN2021ybc,IIb,0.02925,37.329277271,-4.68175629635,SN
SN2020znr,SLSN-I,0.1,109.77675,23.885381,SN
SN2021uds,IIn,0.013,2.68381,-63.10095,SN
SN2020aekp,Ia-CSM,0.046,235.797458,17.813111,SN
SN2021xbg,Ib/c,0.0319,35.985200434,-6.70102230923,SN
SN2021uqw,IIb,0.028019,328.497611052,6.6975154457,SN
SN2021wvd,II,0.045,227.645763846,13.4585363173,SN
SN2021uds,IIn,0.013,2.68381,-63.10095,SN
SN2021qvw,II,0.025364,349.159524396,15.8944460789,SN
SN2021ukt,IIn,0.012886,12.353583,-1.766339,SN
SN2021ukt,IIn,0.012886,12.353583,-1.766339,SN
SN2021tyw,II,0.013,346.48525,14.3577,SN
SN2021uyc,Ic,0.019046,329.188925824,27.9049307833,SN
SN2021pit,Ia,0.003898,56.125875,-44.632569,SN
SN2021uds,IIn,0.013,2.68381,-63.10095,SN
SN2021uhk,Ib,0.035,351.556647524,1.14557090358,SN
SN2021vaz,II,0.013122,85.507167,69.376869,SN
SN2020sgf,Ic,0.02208,50.719833,42.556131,SN
SN2021too,Ic-BL,0.07,325.226190136,10.3251507424,SN
SN2021tyw,II,0.013,346.48525,14.3577,SN
SN2021uqw,IIb,0.028019,328.497611052,6.6975154457,SN
SN2021vaz,II,0.013122,85.507167,69.376869,SN
SN2021uds,IIn,0.013,2.68381,-63.10095,SN
SN2021ulv,II,0.030363,213.926,26.62915,SN
SN2021uqw,IIb,0.028019,328.497611052,6.6975154457,SN
SN2021uoy,II,0.03347,343.906079101,19.1738675051,SN
SN2021tyw,II,0.013,346.48525,14.3577,SN
SN2021uds,IIn,0.013,2.68381,-63.10095,SN
SN2021ucg,II,0.01718,341.906989287,39.8831991607,SN
SN2020aekp,Ia-CSM,0.046,235.797458,17.813111,SN
SN2021qvr,II,0.011639,352.111042,22.419969,SN
SN2021rhu,Ia,0.003506,0.814286206427,16.1457079318,SN
SN2021smj,Ia,0.00424299994,186.694,8.882669,SN
SN2021qvv,Ia-91bg-like,0.001825,187.012167,9.80285,SN
SN2021smj,Ia,0.00424299994,186.694,8.882669,SN
SN2021qwq,II,0.010971,221.85225,-22.405581,SN
SN2020sgf,Ic,0.02208,50.719833,42.556131,SN
SN2021skf,Ia,0.01175,193.488958,-8.770769,SN
SN2021kty,SLSN-I,0.159,214.703190287,15.0141196573,SN
SN2021skn,II,0.02974,246.204209642,39.734654696,SN
SN2019wep,II-pec,0.025,166.15430554,45.97748552,SN
SN2021sjt,IIb,0.00475,309.33000691667,66.106417016667,SN
SN2021rhu,Ia,0.003506,0.814286206427,16.1457079318,SN
SN2021rhk,II,0.022596,210.76,8.765669,SN
SN2018cxn,IIP,0.0401,237.0269066,55.7148077,SN
SN2020dya,II,0.030074,216.905403825,69.68641165,SN
SN2020sic,II,0.03324,236.937958,28.640339,SN
SN2019oxn,II,0.02,267.803284279,51.3825506173,SN
SN2021skn,II,0.02974,246.204209642,39.734654696,SN
SN2021qvr,II,0.011639,352.111042,22.419969,SN
SN2020acbm,II,0.021,40.074167,2.427069,SN
SN2021apg,II,0.026898,205.330225697,24.495536877,SN
SN2020dyu,II,0.05,184.913045505,33.0403874356,SN
SN2021qvv,Ia-91bg-like,0.001825,187.012167,9.80285,SN
SN2021pit,Ia,0.003898,56.125875,-44.632569,SN
SN2021gno,Ib,0.006211,183.042875,13.249181,SN
SN2021rhk,II,0.022596,210.76,8.765669,SN
SN2021qwq,II,0.010971,221.85225,-22.405581,SN
SN2020ufx,II,0.05,322.652677785,24.6737180885,SN
SN2020nyb,II,0.015527,29.783917,86.676211,SN
SN2020xhs,II,0.024377,30.742833,45.020281,SN
SN2020mst,II,0.059,281.793922175,60.496785,SN
SN2021qyy,II,0.009,176.1235999,69.7292895,SN
SN2021pit,Ia,0.003898,56.125875,-44.632569,SN
SN2021qwq,II,0.010971,221.85225,-22.405581,SN
SN2020uim,II,0.018489,28.1887587774,36.6231557934,SN
SN2020pqv,II,0.0338,220.498167,8.462719,SN
SN2020hvf,Ia,0.005838,170.360208,3.014681,SN
SN2021qvv,Ia-91bg-like,0.001825,187.012167,9.80285,SN
SN2021qvr,II,0.011639,352.111042,22.419969,SN
SN2021qvr,II,0.011639,352.111042,22.419969,SN
SN2021ont,II,0.02833,246.677225872,39.1452667625,SN
SN2020aekp,Ia-CSM,0.046,235.797458,17.813111,SN
SN2021pfs,Ia,0.008733,210.84825,-6.031639,SN
SN2021qbc,II-pec,0.046,292.510875,35.046311,SN
SN2021pit,Ia,0.003898,56.125875,-44.632569,SN
SN2021oSN,Ia,0.02252,195.034417,28.170311,SN
SN2021pfs,Ia,0.008733,210.84825,-6.031639,SN
SN2021pfs,Ia,0.008733,210.84825,-6.031639,SN
SN2021ont,II,0.02833,246.677225872,39.1452667625,SN
SN2021ont,II,0.02833,246.677225872,39.1452667625,SN
SN2021oSN,Ia,0.02252,195.034417,28.170311,SN
SN2021ont,II,0.02833,246.677225872,39.1452667625,SN
SN2021njk,Ib-pec,0.012952,159.839417,-29.5822,SN
SN2021nyu,II,0.035955,242.770814135,18.4995393404,SN
SN2021mwj,II,0.007575,144.17412375,-21.14641625,SN
SN2021msu,Ia-91T-like,0.05,223.6370394,9.2281109,SN
SN2021lwz,SLSN-I,0.065,146.197458,34.712281,SN
SN2021mim,Ia,0.03812,235.089020072,7.28152761418,SN
SN2021njo,II,0.03797,241.779042,47.443639,SN
SN2021lwz,SLSN-I,0.065,146.197458,34.712281,SN
SN2021mxs,Ia,0.03441,193.859134925,52.2653808935,SN
SN2021mxx,Ic,0.00965,284.2136326,36.6223349,SN
SN2021mxx,Ic,0.00965,284.2136326,36.6223349,SN
SN2021mxx,Ic,0.00965,284.2136326,36.6223349,SN
SN2021niq,Ib,0.017578,234.0279695,43.4059958,SN
SN2021mwj,II,0.007575,144.17412375,-21.14641625,SN
SN2021mwj,II,0.007575,144.17412375,-21.14641625,SN
SN2021mqh,II,0.0233,174.960292,-7.607389,SN
SN2021msa,II,0.010945,155.731667,65.200869,SN
SN2021mnj,II,0.01521,221.335792,38.738489,SN
SN2021mqh,II,0.0233,174.960292,-7.607389,SN
SN2020znr,SLSN-I,0.1,109.77675,23.885381,SN
SN2021lwz,SLSN-I,0.065,146.197458,34.712281,SN
SN2020aekp,Ia-CSM,0.046,235.797458,17.813111,SN
SN2021lwz,SLSN-I,0.065,146.197458,34.712281,SN
SN2021jbi,IIn,0.14,199.66262375,-41.2533525,SN
SN2021lxb,Ia,0.0259,195.494375,28.008569,SN
SN2021ltk,II,0.013643,211.407917,-39.200739,SN
SN2021ltk,II,0.013643,211.407917,-39.200739,SN
SN2020aekp,Ia-CSM,0.046,235.797458,17.813111,SN
SN2021kyv,SN,0.1,216.98036746,33.0020775659,SN
SN2021low,Ia,0.021958,176.19275,20.126189,SN
SN2021kty,SLSN-I,0.159,214.703190287,15.0141196573,SN
SN2021kwc,IIn,0.021759,203.94965665,2.999819985,SN
SN2020aeuh,Ia,0.126,188.966067389,37.7034433937,SN
SN2021foa,IIn,0.008386,199.301474895,-17.257157518,SN
SN2019aafe,IIn,0.074,349.068683,48.428444,SN
SN2017hcc,IIn,0.0173,0.960792,-11.474611,SN
SN2021kgj,IIn,0.014347,183.531427498,-12.5879993964,SN
SN2021iyt,Ibn,0.0712,154.685042503,0.055396560455,SN
SN2021hpr,Ia,0.009346,154.160917,73.4005,SN
